Cod Oficina ;N° Clientes ofc;Fecha;Tiempo espera promedio del cliente
197;43;jueves, 14 de febrero de 2019;0:08
197;48;viernes, 15 de febrero de 2019;0:20
197;48;lunes, 18 de febrero de 2019;0:19
197;48;martes, 19 de febrero de 2019;0:16
197;45;miércoles, 20 de febrero de 2019;0:13
197;45;jueves, 21 de febrero de 2019;0:09
197;35;viernes, 22 de febrero de 2019;0:06
197;48;lunes, 25 de febrero de 2019;0:13
197;45;martes, 26 de febrero de 2019;0:03
197;45;miércoles, 27 de febrero de 2019;0:01
197;48;jueves, 28 de febrero de 2019;0:22
197;45;viernes, 1 de marzo de 2019;0:15
197;40;lunes, 4 de marzo de 2019;0:07
197;40;martes, 5 de marzo de 2019;0:07
197;40;miércoles, 6 de marzo de 2019;0:03
197;43;jueves, 7 de marzo de 2019;0:03
197;48;viernes, 8 de marzo de 2019;0:14
197;48;lunes, 11 de marzo de 2019;0:12
197;48;martes, 12 de marzo de 2019;0:15
197;48;miércoles, 13 de marzo de 2019;0:12
197;48;jueves, 14 de marzo de 2019;0:08
197;48;viernes, 15 de marzo de 2019;0:20
197;48;lunes, 18 de marzo de 2019;0:19
197;48;martes, 19 de marzo de 2019;0:16
197;48;miércoles, 20 de marzo de 2019;0:13
197;48;jueves, 21 de marzo de 2019;0:09
197;43;viernes, 22 de marzo de 2019;0:06
197;48;martes, 26 de marzo de 2019;0:09
197;43;miércoles, 27 de marzo de 2019;0:07
197;43;jueves, 28 de marzo de 2019;0:07
197;48;viernes, 29 de marzo de 2019;0:21
197;45;lunes, 1 de abril de 2019;0:14
197;45;martes, 2 de abril de 2019;0:14
197;43;miércoles, 3 de abril de 2019;0:09
197;43;jueves, 4 de abril de 2019;0:08
197;48;viernes, 5 de abril de 2019;0:14
197;43;lunes, 8 de abril de 2019;0:08
197;48;martes, 9 de abril de 2019;0:14
197;48;miércoles, 10 de abril de 2019;0:12
197;48;jueves, 11 de abril de 2019;0:15
197;48;viernes, 12 de abril de 2019;0:12
197;48;lunes, 15 de abril de 2019;0:20
197;48;martes, 16 de abril de 2019;0:19
197;43;miércoles, 17 de abril de 2019;0:06
197;48;lunes, 22 de abril de 2019;0:12
197;48;martes, 23 de abril de 2019;0:08
197;48;miércoles, 24 de abril de 2019;0:13
197;48;jueves, 25 de abril de 2019;0:09
197;48;viernes, 26 de abril de 2019;0:13
197;48;lunes, 29 de abril de 2019;0:09
197;48;martes, 30 de abril de 2019;0:21
197;48;jueves, 2 de mayo de 2019;0:20
197;48;viernes, 3 de mayo de 2019;0:20
197;48;lunes, 6 de mayo de 2019;0:14
197;48;martes, 7 de mayo de 2019;0:12
197;48;miércoles, 8 de mayo de 2019;0:15
197;48;jueves, 9 de mayo de 2019;0:12
197;48;viernes, 10 de mayo de 2019;0:12
197;48;lunes, 13 de mayo de 2019;0:08
197;48;martes, 14 de mayo de 2019;0:13
197;48;miércoles, 15 de mayo de 2019;0:21
197;48;jueves, 16 de mayo de 2019;0:20
197;48;viernes, 17 de mayo de 2019;0:19
197;48;lunes, 20 de mayo de 2019;0:18
197;48;martes, 21 de mayo de 2019;0:12
197;48;miércoles, 22 de mayo de 2019;0:08
197;43;jueves, 23 de mayo de 2019;0:07
197;43;viernes, 24 de mayo de 2019;0:07
197;48;lunes, 27 de mayo de 2019;0:09
197;45;martes, 28 de mayo de 2019;0:07
197;45;miércoles, 29 de mayo de 2019;0:07
197;45;jueves, 30 de mayo de 2019;0:19
197;48;viernes, 31 de mayo de 2019;0:20
197;45;martes, 4 de junio de 2019;0:08
197;45;miércoles, 5 de junio de 2019;0:14
197;43;jueves, 6 de junio de 2019;0:08
197;40;viernes, 7 de junio de 2019;0:03
197;40;lunes, 10 de junio de 2019;0:03
197;48;martes, 11 de junio de 2019;0:12
197;48;miércoles, 12 de junio de 2019;0:08
197;48;jueves, 13 de junio de 2019;0:13
197;48;viernes, 14 de junio de 2019;0:21
197;48;lunes, 17 de junio de 2019;0:20
197;48;martes, 18 de junio de 2019;0:19
197;48;miércoles, 19 de junio de 2019;0:18
197;48;jueves, 20 de junio de 2019;0:12
197;48;viernes, 21 de junio de 2019;0:08
197;48;martes, 25 de junio de 2019;0:09
197;45;miércoles, 26 de junio de 2019;0:07
197;43;jueves, 27 de junio de 2019;0:07
197;48;viernes, 28 de junio de 2019;0:20
197;45;martes, 2 de julio de 2019;0:08
197;45;miércoles, 3 de julio de 2019;0:14
197;43;jueves, 4 de julio de 2019;0:08
197;43;viernes, 5 de julio de 2019;0:03
197;40;lunes, 8 de julio de 2019;0:09
197;48;martes, 9 de julio de 2019;0:12
197;48;miércoles, 10 de julio de 2019;0:08
197;48;jueves, 11 de julio de 2019;0:13
197;48;viernes, 12 de julio de 2019;0:21
197;48;lunes, 15 de julio de 2019;0:20
197;48;martes, 16 de julio de 2019;0:20
197;48;miércoles, 17 de julio de 2019;0:19
197;48;jueves, 18 de julio de 2019;0:18
197;48;viernes, 19 de julio de 2019;0:12
197;48;lunes, 22 de julio de 2019;0:11
197;45;martes, 23 de julio de 2019;0:07
197;43;miércoles, 24 de julio de 2019;0:07
197;48;jueves, 25 de julio de 2019;0:09
197;45;viernes, 26 de julio de 2019;0:07
197;43;lunes, 29 de julio de 2019;0:07
197;40;martes, 30 de julio de 2019;0:19
197;48;miércoles, 31 de julio de 2019;0:19
197;45;jueves, 1 de agosto de 2019;0:13
197;40;viernes, 2 de agosto de 2019;0:14
197;43;lunes, 5 de agosto de 2019;0:08
197;48;martes, 6 de agosto de 2019;0:14
197;48;jueves, 8 de agosto de 2019;0:12
197;48;viernes, 9 de agosto de 2019;0:15
197;48;lunes, 12 de agosto de 2019;0:12
197;48;martes, 13 de agosto de 2019;0:12
197;48;miércoles, 14 de agosto de 2019;0:13
197;48;jueves, 15 de agosto de 2019;0:19
197;48;viernes, 16 de agosto de 2019;0:18
197;48;martes, 20 de agosto de 2019;0:15
197;48;miércoles, 21 de agosto de 2019;0:10
197;48;jueves, 22 de agosto de 2019;0:14
197;48;viernes, 23 de agosto de 2019;0:13
197;48;lunes, 26 de agosto de 2019;0:12
197;48;martes, 27 de agosto de 2019;0:08
197;48;miércoles, 28 de agosto de 2019;0:09
197;48;jueves, 29 de agosto de 2019;0:12
197;48;viernes, 30 de agosto de 2019;0:22
197;48;lunes, 2 de septiembre de 2019;0:19
197;48;martes, 3 de septiembre de 2019;0:18
197;48;miércoles, 4 de septiembre de 2019;0:13
197;48;jueves, 5 de septiembre de 2019;0:11
197;48;viernes, 6 de septiembre de 2019;0:11
197;48;lunes, 9 de septiembre de 2019;0:15
197;48;martes, 10 de septiembre de 2019;0:12
197;48;miércoles, 11 de septiembre de 2019;0:12
197;48;jueves, 12 de septiembre de 2019;0:13
197;48;viernes, 13 de septiembre de 2019;0:22
197;48;lunes, 16 de septiembre de 2019;0:18
197;48;martes, 17 de septiembre de 2019;0:18
197;48;miércoles, 18 de septiembre de 2019;0:15
197;48;jueves, 19 de septiembre de 2019;0:13
197;48;viernes, 20 de septiembre de 2019;0:11
197;48;lunes, 23 de septiembre de 2019;0:08
197;48;martes, 24 de septiembre de 2019;0:10
197;48;miércoles, 25 de septiembre de 2019;0:11
197;48;jueves, 26 de septiembre de 2019;0:05
197;48;viernes, 27 de septiembre de 2019;0:10
197;48;lunes, 30 de septiembre de 2019;0:19
197;48;martes, 1 de octubre de 2019;0:19
197;48;miércoles, 2 de octubre de 2019;0:18
197;48;jueves, 3 de octubre de 2019;0:13
197;48;viernes, 4 de octubre de 2019;0:11
197;48;lunes, 7 de octubre de 2019;0:11
197;48;martes, 8 de octubre de 2019;0:15
197;48;miércoles, 9 de octubre de 2019;0:12
197;48;jueves, 10 de octubre de 2019;0:12
197;48;viernes, 11 de octubre de 2019;0:13
197;48;martes, 15 de octubre de 2019;0:20
197;48;miércoles, 16 de octubre de 2019;0:09
197;48;jueves, 17 de octubre de 2019;0:11
197;48;viernes, 18 de octubre de 2019;0:14
197;48;lunes, 21 de octubre de 2019;0:11
197;48;martes, 22 de octubre de 2019;0:08
197;45;miércoles, 23 de octubre de 2019;0:07
197;43;jueves, 24 de octubre de 2019;0:07
197;48;viernes, 25 de octubre de 2019;0:11
197;45;lunes, 28 de octubre de 2019;0:04
197;43;martes, 29 de octubre de 2019;0:07
197;40;miércoles, 30 de octubre de 2019;0:19
197;48;jueves, 31 de octubre de 2019;0:20
197;45;viernes, 1 de noviembre de 2019;0:20
197;45;martes, 5 de noviembre de 2019;0:08
197;43;miércoles, 6 de noviembre de 2019;0:09
197;40;jueves, 7 de noviembre de 2019;0:09
197;48;viernes, 8 de noviembre de 2019;0:15
197;48;martes, 12 de noviembre de 2019;0:12
197;48;miércoles, 13 de noviembre de 2019;0:12
197;48;jueves, 14 de noviembre de 2019;0:13
197;48;viernes, 15 de noviembre de 2019;0:20
432;130;jueves, 1 de noviembre de 2018;1:00
432;130;viernes, 2 de noviembre de 2018;0:30
432;120;martes, 6 de noviembre de 2018;0:14
432;110;miércoles, 7 de noviembre de 2018;0:06
432;110;jueves, 8 de noviembre de 2018;0:08
432;120;viernes, 9 de noviembre de 2018;0:20
432;122;martes, 13 de noviembre de 2018;0:24
432;126;miércoles, 14 de noviembre de 2018;0:54
432;126;jueves, 15 de noviembre de 2018;0:50
432;126;viernes, 16 de noviembre de 2018;1:32
432;128;lunes, 19 de noviembre de 2018;1:26
432;128;martes, 20 de noviembre de 2018;1:26
432;120;miércoles, 21 de noviembre de 2018;1:00
432;120;jueves, 22 de noviembre de 2018;0:50
432;120;viernes, 23 de noviembre de 2018;0:32
432;110;lunes, 26 de noviembre de 2018;0:20
432;108;martes, 27 de noviembre de 2018;0:16
432;106;miércoles, 28 de noviembre de 2018;0:28
432;106;jueves, 29 de noviembre de 2018;0:30
432;190;viernes, 30 de noviembre de 2018;1:30
432;180;lunes, 3 de diciembre de 2018;0:58
432;170;martes, 4 de diciembre de 2018;0:28
432;160;miércoles, 5 de diciembre de 2018;0:12
432;170;jueves, 6 de diciembre de 2018;0:04
432;160;viernes, 7 de diciembre de 2018;0:06
432;190;lunes, 10 de diciembre de 2018;1:26
432;190;martes, 11 de diciembre de 2018;1:26
432;190;miércoles, 12 de diciembre de 2018;1:00
432;190;jueves, 13 de diciembre de 2018;0:50
432;190;viernes, 14 de diciembre de 2018;0:32
432;190;lunes, 17 de diciembre de 2018;1:20
432;190;martes, 18 de diciembre de 2018;1:18
432;190;miércoles, 19 de diciembre de 2018;1:04
432;190;jueves, 20 de diciembre de 2018;0:52
432;190;viernes, 21 de diciembre de 2018;0:36
432;180;lunes, 24 de diciembre de 2018;0:20
432;170;miércoles, 26 de diciembre de 2018;0:16
432;160;jueves, 27 de diciembre de 2018;0:28
432;190;viernes, 28 de diciembre de 2018;0:38
432;120;lunes, 31 de diciembre de 2018;1:26
432;80;miércoles, 2 de enero de 2019;1:00
432;90;jueves, 3 de enero de 2019;0:30
432;94;viernes, 4 de enero de 2019;0:14
432;110;martes, 8 de enero de 2019;0:14
432;110;miércoles, 9 de enero de 2019;0:06
432;110;jueves, 10 de enero de 2019;0:08
432;110;viernes, 11 de enero de 2019;0:12
432;100;lunes, 14 de enero de 2019;0:20
432;160;martes, 15 de enero de 2019;0:40
432;160;miércoles, 16 de enero de 2019;0:24
432;150;jueves, 17 de enero de 2019;0:16
432;160;viernes, 18 de enero de 2019;1:18
432;136;lunes, 21 de enero de 2019;0:20
432;110;martes, 22 de enero de 2019;0:18
432;110;miércoles, 23 de enero de 2019;0:28
432;110;jueves, 24 de enero de 2019;0:20
432;160;viernes, 25 de enero de 2019;0:42
432;150;lunes, 28 de enero de 2019;0:20
432;150;martes, 29 de enero de 2019;0:16
432;160;miércoles, 30 de enero de 2019;0:28
432;160;jueves, 31 de enero de 2019;1:30
432;150;viernes, 1 de febrero de 2019;1:00
432;160;lunes, 4 de febrero de 2019;0:30
432;160;martes, 5 de febrero de 2019;0:14
432;160;miércoles, 6 de febrero de 2019;0:14
432;160;jueves, 7 de febrero de 2019;0:06
432;170;viernes, 8 de febrero de 2019;0:58
432;170;lunes, 11 de febrero de 2019;0:50
432;170;martes, 12 de febrero de 2019;1:00
432;170;miércoles, 13 de febrero de 2019;0:50
432;170;jueves, 14 de febrero de 2019;0:32
432;190;viernes, 15 de febrero de 2019;1:20
432;190;lunes, 18 de febrero de 2019;1:18
432;190;martes, 19 de febrero de 2019;1:04
432;180;miércoles, 20 de febrero de 2019;0:52
432;180;jueves, 21 de febrero de 2019;0:36
432;140;viernes, 22 de febrero de 2019;0:26
432;190;lunes, 25 de febrero de 2019;0:52
432;180;martes, 26 de febrero de 2019;0:14
432;180;miércoles, 27 de febrero de 2019;0:06
432;190;jueves, 28 de febrero de 2019;1:28
432;180;viernes, 1 de marzo de 2019;1:02
432;160;lunes, 4 de marzo de 2019;0:28
432;160;martes, 5 de marzo de 2019;0:30
432;160;miércoles, 6 de marzo de 2019;0:14
432;170;jueves, 7 de marzo de 2019;0:14
432;190;viernes, 8 de marzo de 2019;0:58
432;190;lunes, 11 de marzo de 2019;0:50
432;190;martes, 12 de marzo de 2019;1:00
432;190;miércoles, 13 de marzo de 2019;0:50
432;190;jueves, 14 de marzo de 2019;0:32
432;190;viernes, 15 de marzo de 2019;1:20
432;190;lunes, 18 de marzo de 2019;1:18
432;190;martes, 19 de marzo de 2019;1:04
432;190;miércoles, 20 de marzo de 2019;0:52
432;190;jueves, 21 de marzo de 2019;0:36
432;170;viernes, 22 de marzo de 2019;0:26
432;190;martes, 26 de marzo de 2019;0:36
432;170;miércoles, 27 de marzo de 2019;0:28
432;170;jueves, 28 de marzo de 2019;0:30
432;190;viernes, 29 de marzo de 2019;1:26
432;180;lunes, 1 de abril de 2019;0:58
432;180;martes, 2 de abril de 2019;0:56
432;170;miércoles, 3 de abril de 2019;0:36
432;170;jueves, 4 de abril de 2019;0:32
432;190;viernes, 5 de abril de 2019;0:58
432;170;lunes, 8 de abril de 2019;0:32
432;190;martes, 9 de abril de 2019;0:58
432;190;miércoles, 10 de abril de 2019;0:50
432;190;jueves, 11 de abril de 2019;1:00
432;190;viernes, 12 de abril de 2019;0:50
432;190;lunes, 15 de abril de 2019;1:20
432;190;martes, 16 de abril de 2019;1:18
432;170;miércoles, 17 de abril de 2019;0:26
432;190;lunes, 22 de abril de 2019;0:50
432;190;martes, 23 de abril de 2019;0:32
432;190;miércoles, 24 de abril de 2019;0:52
432;190;jueves, 25 de abril de 2019;0:36
432;190;viernes, 26 de abril de 2019;0:52
432;190;lunes, 29 de abril de 2019;0:36
432;190;martes, 30 de abril de 2019;1:24
432;190;jueves, 2 de mayo de 2019;1:22
432;190;viernes, 3 de mayo de 2019;1:22
432;190;lunes, 6 de mayo de 2019;0:58
432;190;martes, 7 de mayo de 2019;0:50
432;190;miércoles, 8 de mayo de 2019;1:00
432;190;jueves, 9 de mayo de 2019;0:50
432;190;viernes, 10 de mayo de 2019;0:50
432;190;lunes, 13 de mayo de 2019;0:32
432;190;martes, 14 de mayo de 2019;0:52
432;190;miércoles, 15 de mayo de 2019;1:24
432;190;jueves, 16 de mayo de 2019;1:20
432;190;viernes, 17 de mayo de 2019;1:16
432;190;lunes, 20 de mayo de 2019;1:12
432;190;martes, 21 de mayo de 2019;0:50
432;190;miércoles, 22 de mayo de 2019;0:32
432;170;jueves, 23 de mayo de 2019;0:28
432;170;viernes, 24 de mayo de 2019;0:30
432;190;lunes, 27 de mayo de 2019;0:36
432;180;martes, 28 de mayo de 2019;0:28
432;180;miércoles, 29 de mayo de 2019;0:30
432;180;jueves, 30 de mayo de 2019;1:18
432;190;viernes, 31 de mayo de 2019;1:22
432;180;martes, 4 de junio de 2019;0:32
432;180;miércoles, 5 de junio de 2019;0:58
432;170;jueves, 6 de junio de 2019;0:32
432;160;viernes, 7 de junio de 2019;0:14
432;160;lunes, 10 de junio de 2019;0:14
432;190;martes, 11 de junio de 2019;0:50
432;190;miércoles, 12 de junio de 2019;0:32
432;190;jueves, 13 de junio de 2019;0:52
432;190;viernes, 14 de junio de 2019;1:24
432;190;lunes, 17 de junio de 2019;1:20
432;190;martes, 18 de junio de 2019;1:16
432;190;miércoles, 19 de junio de 2019;1:12
432;190;jueves, 20 de junio de 2019;0:50
432;190;viernes, 21 de junio de 2019;0:32
432;190;martes, 25 de junio de 2019;0:36
432;180;miércoles, 26 de junio de 2019;0:28
432;170;jueves, 27 de junio de 2019;0:30
432;190;viernes, 28 de junio de 2019;1:20
432;180;martes, 2 de julio de 2019;0:32
432;180;miércoles, 3 de julio de 2019;0:58
432;170;jueves, 4 de julio de 2019;0:32
432;170;viernes, 5 de julio de 2019;0:14
432;160;lunes, 8 de julio de 2019;0:38
432;190;martes, 9 de julio de 2019;0:50
432;190;miércoles, 10 de julio de 2019;0:32
432;190;jueves, 11 de julio de 2019;0:52
432;190;viernes, 12 de julio de 2019;1:24
432;190;lunes, 15 de julio de 2019;1:20
432;190;martes, 16 de julio de 2019;1:20
432;190;miércoles, 17 de julio de 2019;1:16
432;190;jueves, 18 de julio de 2019;1:12
432;190;viernes, 19 de julio de 2019;0:50
432;190;lunes, 22 de julio de 2019;0:44
432;180;martes, 23 de julio de 2019;0:28
432;170;miércoles, 24 de julio de 2019;0:30
432;190;jueves, 25 de julio de 2019;0:38
432;180;viernes, 26 de julio de 2019;0:28
432;170;lunes, 29 de julio de 2019;0:30
432;160;martes, 30 de julio de 2019;1:16
432;190;miércoles, 31 de julio de 2019;1:18
432;180;jueves, 1 de agosto de 2019;0:52
432;160;viernes, 2 de agosto de 2019;0:58
432;170;lunes, 5 de agosto de 2019;0:32
432;190;martes, 6 de agosto de 2019;0:58
432;190;jueves, 8 de agosto de 2019;0:50
432;190;viernes, 9 de agosto de 2019;1:00
432;190;lunes, 12 de agosto de 2019;0:50
432;190;martes, 13 de agosto de 2019;0:50
432;190;miércoles, 14 de agosto de 2019;0:52
432;190;jueves, 15 de agosto de 2019;1:18
432;190;viernes, 16 de agosto de 2019;1:14
432;190;martes, 20 de agosto de 2019;1:00
432;190;miércoles, 21 de agosto de 2019;0:40
432;190;jueves, 22 de agosto de 2019;0:56
432;190;viernes, 23 de agosto de 2019;0:52
432;190;lunes, 26 de agosto de 2019;0:50
432;190;martes, 27 de agosto de 2019;0:32
432;190;miércoles, 28 de agosto de 2019;0:36
432;190;jueves, 29 de agosto de 2019;0:50
432;190;viernes, 30 de agosto de 2019;1:30
432;190;lunes, 2 de septiembre de 2019;1:18
432;190;martes, 3 de septiembre de 2019;1:14
432;190;miércoles, 4 de septiembre de 2019;0:52
432;190;jueves, 5 de septiembre de 2019;0:46
432;190;viernes, 6 de septiembre de 2019;0:44
432;190;lunes, 9 de septiembre de 2019;1:00
432;190;martes, 10 de septiembre de 2019;0:50
432;190;miércoles, 11 de septiembre de 2019;0:50
432;190;jueves, 12 de septiembre de 2019;0:52
432;190;viernes, 13 de septiembre de 2019;1:30
432;190;lunes, 16 de septiembre de 2019;1:12
432;190;martes, 17 de septiembre de 2019;1:14
432;190;miércoles, 18 de septiembre de 2019;1:00
432;190;jueves, 19 de septiembre de 2019;0:54
432;190;viernes, 20 de septiembre de 2019;0:44
432;190;lunes, 23 de septiembre de 2019;0:34
432;190;martes, 24 de septiembre de 2019;0:40
432;190;miércoles, 25 de septiembre de 2019;0:46
432;190;jueves, 26 de septiembre de 2019;0:22
432;190;viernes, 27 de septiembre de 2019;0:42
432;190;lunes, 30 de septiembre de 2019;1:18
432;190;martes, 1 de octubre de 2019;1:18
432;190;miércoles, 2 de octubre de 2019;1:14
432;190;jueves, 3 de octubre de 2019;0:52
432;190;viernes, 4 de octubre de 2019;0:46
432;190;lunes, 7 de octubre de 2019;0:44
432;190;martes, 8 de octubre de 2019;1:00
432;190;miércoles, 9 de octubre de 2019;0:50
432;190;jueves, 10 de octubre de 2019;0:50
432;190;viernes, 11 de octubre de 2019;0:52
432;190;martes, 15 de octubre de 2019;1:20
432;190;miércoles, 16 de octubre de 2019;0:38
432;190;jueves, 17 de octubre de 2019;0:44
432;190;viernes, 18 de octubre de 2019;0:58
432;190;lunes, 21 de octubre de 2019;0:44
432;190;martes, 22 de octubre de 2019;0:34
432;180;miércoles, 23 de octubre de 2019;0:28
432;170;jueves, 24 de octubre de 2019;0:30
432;190;viernes, 25 de octubre de 2019;0:46
432;180;lunes, 28 de octubre de 2019;0:18
432;170;martes, 29 de octubre de 2019;0:30
432;160;miércoles, 30 de octubre de 2019;1:18
432;190;jueves, 31 de octubre de 2019;1:22
432;180;viernes, 1 de noviembre de 2019;1:22
432;180;martes, 5 de noviembre de 2019;0:34
432;170;miércoles, 6 de noviembre de 2019;0:38
432;160;jueves, 7 de noviembre de 2019;0:38
432;190;viernes, 8 de noviembre de 2019;1:00
432;190;martes, 12 de noviembre de 2019;0:50
432;190;miércoles, 13 de noviembre de 2019;0:50
432;190;jueves, 14 de noviembre de 2019;0:52
432;190;viernes, 15 de noviembre de 2019;1:20
923;163;jueves, 1 de noviembre de 2018;1:15
923;163;viernes, 2 de noviembre de 2018;0:37
923;150;martes, 6 de noviembre de 2018;0:17
923;138;miércoles, 7 de noviembre de 2018;0:07
923;138;jueves, 8 de noviembre de 2018;0:10
923;150;viernes, 9 de noviembre de 2018;0:25
923;153;martes, 13 de noviembre de 2018;0:30
923;158;miércoles, 14 de noviembre de 2018;1:07
923;158;jueves, 15 de noviembre de 2018;1:02
923;158;viernes, 16 de noviembre de 2018;1:55
923;160;lunes, 19 de noviembre de 2018;1:47
923;160;martes, 20 de noviembre de 2018;1:47
923;150;miércoles, 21 de noviembre de 2018;1:15
923;150;jueves, 22 de noviembre de 2018;1:02
923;150;viernes, 23 de noviembre de 2018;0:40
923;138;lunes, 26 de noviembre de 2018;0:25
923;135;martes, 27 de noviembre de 2018;0:20
923;133;miércoles, 28 de noviembre de 2018;0:35
923;133;jueves, 29 de noviembre de 2018;0:37
923;238;viernes, 30 de noviembre de 2018;1:52
923;225;lunes, 3 de diciembre de 2018;1:12
923;213;martes, 4 de diciembre de 2018;0:35
923;200;miércoles, 5 de diciembre de 2018;0:15
923;213;jueves, 6 de diciembre de 2018;0:05
923;200;viernes, 7 de diciembre de 2018;0:07
923;238;lunes, 10 de diciembre de 2018;1:47
923;238;martes, 11 de diciembre de 2018;1:47
923;238;miércoles, 12 de diciembre de 2018;1:15
923;238;jueves, 13 de diciembre de 2018;1:02
923;238;viernes, 14 de diciembre de 2018;0:40
923;238;lunes, 17 de diciembre de 2018;1:40
923;238;martes, 18 de diciembre de 2018;1:37
923;238;miércoles, 19 de diciembre de 2018;1:20
923;238;jueves, 20 de diciembre de 2018;1:05
923;238;viernes, 21 de diciembre de 2018;0:45
923;225;lunes, 24 de diciembre de 2018;0:25
923;213;miércoles, 26 de diciembre de 2018;0:20
923;200;jueves, 27 de diciembre de 2018;0:35
923;238;viernes, 28 de diciembre de 2018;0:47
923;150;lunes, 31 de diciembre de 2018;1:47
923;100;miércoles, 2 de enero de 2019;1:15
923;113;jueves, 3 de enero de 2019;0:37
923;118;viernes, 4 de enero de 2019;0:17
923;138;martes, 8 de enero de 2019;0:17
923;138;miércoles, 9 de enero de 2019;0:07
923;138;jueves, 10 de enero de 2019;0:10
923;138;viernes, 11 de enero de 2019;0:15
923;125;lunes, 14 de enero de 2019;0:25
923;200;martes, 15 de enero de 2019;0:50
923;200;miércoles, 16 de enero de 2019;0:30
923;188;jueves, 17 de enero de 2019;0:20
923;200;viernes, 18 de enero de 2019;1:37
923;170;lunes, 21 de enero de 2019;0:25
923;138;martes, 22 de enero de 2019;0:22
923;138;miércoles, 23 de enero de 2019;0:35
923;138;jueves, 24 de enero de 2019;0:25
923;200;viernes, 25 de enero de 2019;0:52
923;188;lunes, 28 de enero de 2019;0:25
923;188;martes, 29 de enero de 2019;0:20
923;200;miércoles, 30 de enero de 2019;0:35
923;200;jueves, 31 de enero de 2019;1:52
923;188;viernes, 1 de febrero de 2019;1:15
923;200;lunes, 4 de febrero de 2019;0:37
923;200;martes, 5 de febrero de 2019;0:17
923;200;miércoles, 6 de febrero de 2019;0:17
923;200;jueves, 7 de febrero de 2019;0:07
923;213;viernes, 8 de febrero de 2019;1:12
923;213;lunes, 11 de febrero de 2019;1:02
923;213;martes, 12 de febrero de 2019;1:15
923;213;miércoles, 13 de febrero de 2019;1:02
923;213;jueves, 14 de febrero de 2019;0:40
923;238;viernes, 15 de febrero de 2019;1:40
923;238;lunes, 18 de febrero de 2019;1:37
923;238;martes, 19 de febrero de 2019;1:20
923;225;miércoles, 20 de febrero de 2019;1:05
923;225;jueves, 21 de febrero de 2019;0:45
923;175;viernes, 22 de febrero de 2019;0:32
923;238;lunes, 25 de febrero de 2019;1:05
923;225;martes, 26 de febrero de 2019;0:17
923;225;miércoles, 27 de febrero de 2019;0:07
923;238;jueves, 28 de febrero de 2019;1:50
923;225;viernes, 1 de marzo de 2019;1:17
923;200;lunes, 4 de marzo de 2019;0:35
923;200;martes, 5 de marzo de 2019;0:37
923;200;miércoles, 6 de marzo de 2019;0:17
923;213;jueves, 7 de marzo de 2019;0:17
923;238;viernes, 8 de marzo de 2019;1:12
923;238;lunes, 11 de marzo de 2019;1:02
923;238;martes, 12 de marzo de 2019;1:15
923;238;miércoles, 13 de marzo de 2019;1:02
923;238;jueves, 14 de marzo de 2019;0:40
923;238;viernes, 15 de marzo de 2019;1:40
923;238;lunes, 18 de marzo de 2019;1:37
923;238;martes, 19 de marzo de 2019;1:20
923;238;miércoles, 20 de marzo de 2019;1:05
923;238;jueves, 21 de marzo de 2019;0:45
923;213;viernes, 22 de marzo de 2019;0:32
923;238;martes, 26 de marzo de 2019;0:45
923;213;miércoles, 27 de marzo de 2019;0:35
923;213;jueves, 28 de marzo de 2019;0:37
923;238;viernes, 29 de marzo de 2019;1:47
923;225;lunes, 1 de abril de 2019;1:12
923;225;martes, 2 de abril de 2019;1:10
923;213;miércoles, 3 de abril de 2019;0:45
923;213;jueves, 4 de abril de 2019;0:40
923;238;viernes, 5 de abril de 2019;1:12
923;213;lunes, 8 de abril de 2019;0:40
923;238;martes, 9 de abril de 2019;1:12
923;238;miércoles, 10 de abril de 2019;1:02
923;238;jueves, 11 de abril de 2019;1:15
923;238;viernes, 12 de abril de 2019;1:02
923;238;lunes, 15 de abril de 2019;1:40
923;238;martes, 16 de abril de 2019;1:37
923;213;miércoles, 17 de abril de 2019;0:32
923;238;lunes, 22 de abril de 2019;1:02
923;238;martes, 23 de abril de 2019;0:40
923;238;miércoles, 24 de abril de 2019;1:05
923;238;jueves, 25 de abril de 2019;0:45
923;238;viernes, 26 de abril de 2019;1:05
923;238;lunes, 29 de abril de 2019;0:45
923;238;martes, 30 de abril de 2019;1:45
923;238;jueves, 2 de mayo de 2019;1:42
923;238;viernes, 3 de mayo de 2019;1:42
923;238;lunes, 6 de mayo de 2019;1:12
923;238;martes, 7 de mayo de 2019;1:02
923;238;miércoles, 8 de mayo de 2019;1:15
923;238;jueves, 9 de mayo de 2019;1:02
923;238;viernes, 10 de mayo de 2019;1:02
923;238;lunes, 13 de mayo de 2019;0:40
923;238;martes, 14 de mayo de 2019;1:05
923;238;miércoles, 15 de mayo de 2019;1:45
923;238;jueves, 16 de mayo de 2019;1:40
923;238;viernes, 17 de mayo de 2019;1:35
923;238;lunes, 20 de mayo de 2019;1:30
923;238;martes, 21 de mayo de 2019;1:02
923;238;miércoles, 22 de mayo de 2019;0:40
923;213;jueves, 23 de mayo de 2019;0:35
923;213;viernes, 24 de mayo de 2019;0:37
923;238;lunes, 27 de mayo de 2019;0:45
923;225;martes, 28 de mayo de 2019;0:35
923;225;miércoles, 29 de mayo de 2019;0:37
923;225;jueves, 30 de mayo de 2019;1:37
923;238;viernes, 31 de mayo de 2019;1:42
